検索語句レポート
2025年10月20日 - 2025年11月18日
検索語句,マッチタイプ,追加済み / 除外済み,キャンペーン,広告グループ,表示回数,インタラクション,インタラクション率,通貨コード,平均費用,費用,キャンペーン タイプ
羽生 市 リフォーム 会社,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
田口 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
工務 店 さいたま 市,完全一致,なし,Search-1,Search-1 - 動的広告グループ,3,0,0.00%,JPY,0,0,検索
bess 川口,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
アイム ユニバース,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
パナホーム モデル ハウス,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
住宅 展示 場 大宮 北,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
株 永 大 プランニング 南 浦和 店 さいたま 市 レビュー,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
さいたま 市 屋根 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
ミライズ 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
カネザワ 神 川町,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
工務 店 さいたま 市,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
アイディ ホーム 所沢 店,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
トイレ の リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
ビル アート 上尾,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
近く 建設 会社,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
丸茂 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
丹澤 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
さいたま 市 浦和 区 建設 業者,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
鳩ヶ谷 住宅 展示 場,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
しま ざわ けい 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
クロス 張替え 格安 埼玉,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
富士 住 建 埼玉 ショールーム,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
草加 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
矢島 建設 埼玉,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
埼玉 県 石田 屋,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
栗原 工務 店 埼玉,完全一致,なし,Search-1,Search-1 - 動的広告グループ,3,0,0.00%,JPY,0,0,検索
富士 住 建 伊奈,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
住宅 公園,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
増 木 工業 新座,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
玄関 ドア リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,7,0,0.00%,JPY,0,0,検索
浦和 モデル ハウス,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
網戸 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,2,200.00%,JPY,302,604,検索
モデル ハウス,インテント マッチ,なし,Search-1,広告グループ 1 個,8,1,12.50%,JPY,39,39,検索
浦和 北浦 和 住宅,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
有限 会社 page1,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
白岡 市 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
彩 光 建設,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
ロイズ ホーム,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
近藤 建設,インテント マッチ,なし,Search-1,広告グループ 1 個,27,0,0.00%,JPY,0,0,検索
リノベーション,完全一致,なし,Search-1,Search-1 - 動的広告グループ,14,0,0.00%,JPY,0,0,検索
住友 不動産 ハウジング,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
近く の タマホーム 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
日 商 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
浦和 住宅 展示 場 miraizu クチコミ,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
ur 浦和 白幡,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
水 回り リフォーム 業者,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
畳 張替え さいたま 市,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
リフォーム 壁紙,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
さいたま 市 リフォーム 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,18,0,0.00%,JPY,0,0,検索
まき や 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
加納 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
エルマン ホーム 蕨,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
住宅 展示,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
株 庄司 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
大塚 建設 鴻巣,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
相澤 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
abc リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
埼玉 建築 会社,完全一致,追加済み,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
浦和 miraizu,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,3,0,0.00%,JPY,0,0,検索
ヤマト 住 建 株式 会社,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
松井 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
住宅 建築,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
diy リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,8,0,0.00%,JPY,0,0,検索
川口 展示 場,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
蕨 市 設計 事務 所,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
草加 市 浴室 リフォーム,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
リフォーム 総研,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
ウィザース ホーム 浦和 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,3,1,33.33%,JPY,23,23,検索
白田 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
リフォーム 川越,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
住友 林業 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,3,0,0.00%,JPY,0,0,検索
ファイズ ホーム,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
自宅 改修 工事,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
佐川 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
嶋 澤 啓 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,5,0,0.00%,JPY,0,0,検索
アンザイ 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
県民 共済 住宅 さいたま 新 都心,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
アイ 工務 店 川口 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
小森 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
積水 ハウス 関東 住まい の 夢 工場,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
網戸 張り替え さいたま 市,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
埼玉 県 ハウス メーカー 協力 業者 募集,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
sk 住 建,インテント マッチ,なし,Search-1,広告グループ 1 個,5,0,0.00%,JPY,0,0,検索
エバンス 浦和,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
武蔵 村山 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
ヤマト 住 建 ショールーム,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
三光 ソフラン リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
住宅 展示 場 さいたま 市,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
那須 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
長島 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
アキュラ ホーム 断熱 等級 7,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
さいたま 市 介護 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
埼玉 総合 住宅,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
工務 店 埼玉 県,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
アイ 工務 店 三郷 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
木下 工務 店 リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
体感 すまい パーク 東浦 和,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,5,1,20.00%,JPY,7,7,検索
グローベル 浦和 常盤 ザ パークス,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
アイ 工務 店 鶴ヶ島 展示 場,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
株 souken,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
埼玉 県 建築 家,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
トイレ リフォーム さいたま 市,フレーズ一致,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
千葉 工務 店 埼玉,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
浦和 白幡 ur,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
武蔵 浦和 不動産,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
加藤 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
一条 工務 店 新座 朝霞 南 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
黒沢 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,18,1,5.56%,JPY,355,355,検索
川口 市 注文 住宅,インテント マッチ,なし,Search-1,広告グループ 1 個,3,1,33.33%,JPY,39,39,検索
内装 工事 業者,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
さいたま 市 トイレ 交換,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
内田 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,3,0,0.00%,JPY,0,0,検索
さいたま 市 中央 区 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
アキュラ ホーム 宮原 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
renovation of old house,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
人気 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
ブリシア 川口 エアー コート,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
住宅 展示 場 北浦 和,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
丸山 工務 店,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
みやび ホーム,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
株式 会社 大武 建設,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
ヤマト 住 建 埼玉,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
一条 工務 店 川越,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
藤島 建設 感謝 祭,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
ヤマト 住 建 上尾 店,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
北浦 和 住宅 展示 場,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
飲食 店 リフォーム 業者,完全一致,なし,Search-1,Search-1 - 動的広告グループ,3,0,0.00%,JPY,0,0,検索
高 栄 工務 店 富士見 市,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
大井 の リフォーム,完全一致,なし,Search-1,Search-1 - 動的広告グループ,2,0,0.00%,JPY,0,0,検索
株 関根 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
埼玉 住宅 建築 協同 組合,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
株式 会社 たつ とら,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
洋服 直し さいたま 市,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
菊地 工務 店,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
天上 の 張り替え,完全一致,なし,Search-1,Search-1 - 動的広告グループ,1,0,0.00%,JPY,0,0,検索
ハウジング,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
カタクラ 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,2,0,0.00%,JPY,0,0,検索
鬼丸 ホーム,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
ヒューマン スクエア 浦和,フレーズ一致（類似パターン）,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
野田 市 工務 店,完全一致,追加済み,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
一条 工務 店 武蔵野 展示 場,インテント マッチ,なし,Search-1,広告グループ 1 個,1,0,0.00%,JPY,0,0,検索
