収支区分,管理番号,発生日,支払期日,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,支払日,支払口座,支払金額
支出,,2023/08/02,,たたらパーキング,車両費,課対仕入10%,660,内税,60,"",,,,2023/08/02,現金,660
支出,,2023/08/01,,,通信費,課対仕入10%,1940,内税,176,"",,,,2023/08/01,現金,1940
支出,,2023/08/01,,,通信費,課対仕入10%,550,内税,50,"",,,,2023/08/01,現金,550
支出,,2023/08/01,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/08/01,現金,1800
支出,,2023/08/01,,ローソン,会議費,課対仕入10%,461,内税,41,"",,,,2023/08/01,現金,461
支出,,2023/08/01,,セブンイレブン,会議費,課対仕入10%,882,内税,80,"",,,,2023/08/01,現金,882
支出,,2023/08/01,,セブンイレブン,会議費,課対仕入10%,354,内税,32,"",,,,2023/08/01,現金,354
支出,,2023/08/01,,セブンイレブン,会議費,課対仕入10%,1182,内税,107,"",,,,2023/08/01,現金,1182
支出,,2023/08/01,,ケンデポ,仕入高,課対仕入10%,19175,内税,1743,"",,,,2023/08/01,現金,19175
支出,,2023/08/01,,福寿魔,会議費,課対仕入10%,6105,内税,555,"",,,,2023/08/01,現金,6105
支出,,2023/08/01,,ENEOS,車両費,課対仕入10%,5360,内税,487,"",,,,2023/08/01,現金,5360
支出,,2023/08/01,,とんでん,会議費,課対仕入10%,4004,内税,364,"",,,,2023/08/01,現金,4004
支出,,2023/08/01,,,未払金,対象外,370000,内税,0,,,,,2023/08/01,みずほ（法人）（API）,370000
収入,,2023/08/01,,,仮払金,対象外,400000,内税,0,,,,,2023/08/01,みずほ（法人）（API）,400000
支出,,2023/08/01,,,仮払金,対象外,400000,内税,0,,,,,2023/08/01,川口信金（法人）（API）,400000
支出,,2023/08/01,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/08/01,みずほ（法人）（API）,440
支出,,2023/08/01,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/08/01,川口信金（法人）（API）,440
支出,,2023/08/01,,,長期借入金,対象外,86312,内税,0,,,,,2023/08/01,川口信金（法人）（API）,86312
支出,,2023/07/31,,,旅費交通費,課対仕入10%,370,内税,33,"",,,,2023/07/31,現金,370
支出,,2023/07/31,,,通信費,課対仕入10%,16611,内税,1510,"",,,,2023/07/31,現金,16611
支出,,2023/07/31,,,通信費,課対仕入10%,1820,内税,165,"",,,,2023/07/31,現金,1820
支出,,2023/07/31,,斎藤駐車場,車両費,課対仕入10%,22000,内税,2000,"",,,,2023/07/31,現金,22000
支出,,2023/07/31,,セブンイレブン,会議費,課対仕入10%,1493,内税,135,"",,,,2023/07/31,現金,1493
支出,,2023/07/31,,ケンデポ,仕入高,課対仕入10%,3401,内税,309,"",,,,2023/07/31,現金,3401
支出,,2023/07/31,,福寿魔,会議費,課対仕入10%,4950,内税,450,"",,,,2023/07/31,現金,4950
支出,,2023/07/31,,コスモ電材,仕入高,課対仕入10%,4917,内税,447,"",,,,2023/07/31,現金,4917
支出,,2023/07/31,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/07/31,現金,1800
支出,,2023/07/31,,セブンイレブン,会議費,課対仕入10%,592,内税,53,"",,,,2023/07/31,現金,592
支出,,2023/07/31,,セブンイレブン,会議費,課対仕入10%,581,内税,52,"",,,,2023/07/31,現金,581
支出,,2023/07/31,,セブンイレブン,会議費,課対仕入10%,602,内税,54,"",,,,2023/07/31,現金,602
支出,,2023/07/31,,たたらパーキング,車両費,課対仕入10%,1320,内税,120,"",,,,2023/07/31,現金,1320
支出,,2023/07/31,,三井のリパーク,車両費,課対仕入10%,1200,内税,109,"",,,,2023/07/31,現金,1200
支出,,2023/07/31,,三井のリパーク,修繕費,課対仕入10%,2000,内税,181,"",,,,2023/07/31,現金,2000
支出,,2023/07/31,,三井のリパーク,車両費,課対仕入10%,400,内税,36,"",,,,2023/07/31,現金,400
支出,,2023/07/31,,とんかつ藤芳,会議費,課対仕入10%,2100,内税,190,"",,,,2023/07/31,現金,2100
支出,,2023/07/31,,荒川4丁目駐車場,車両費,課対仕入10%,220,内税,20,"",,,,2023/07/31,現金,220
収入,,2023/07/31,,,売上高,課税売上10%,11000,内税,1000,"",,,,2023/07/31,川口信金（法人）（API）,11000
収入,,2023/07/31,,株式会社柳屋,売掛金,対象外,1815044,内税,0,,,,,2023/07/31,川口信金（法人）（API）,1815044
支出,,2023/07/31,,,法定福利費,対象外,288440,内税,0,"",,,,2023/07/31,川口信金（法人）（API）,288440
支出,,2023/07/30,,,新聞図書費,課対仕入10%,3000,内税,272,"",,,,2023/07/30,現金,3000
支出,,2023/07/29,,ダイハツ東京販売,車両費,課対仕入10%,72000,内税,6545,"",,,,2023/07/29,現金,72000
支出,,2023/07/29,,しゃかりき川口店,会議費,課対仕入10%,3040,内税,276,"",,,,2023/07/29,現金,3040
支出,,2023/07/29,,しゃかりき川口店,会議費,課対仕入10%,1840,内税,167,"",,,,2023/07/29,現金,1840
支出,,2023/07/29,,セブンイレブン,会議費,課対仕入10%,2880,内税,261,"",,,,2023/07/29,現金,2880
支出,,2023/07/29,,天府,交際費,課対仕入10%,20855,内税,1895,"",,,,2023/07/29,現金,20855
支出,,2023/07/29,,ケンデポ,仕入高,課対仕入10%,13618,内税,1238,"",,,,2023/07/29,現金,13618
支出,,2023/07/29,,ケンデポ,仕入高,課対仕入10%,1478,内税,134,"",,,,2023/07/29,現金,1478
支出,,2023/07/29,,養老乃瀧鳩ヶ谷南店,交際費,課対仕入10%,6568,内税,597,"",,,,2023/07/29,現金,6568
支出,,2023/07/28,,,旅費交通費,課対仕入10%,250,内税,22,"",,,,2023/07/28,現金,250
支出,,2023/07/28,,,旅費交通費,課対仕入10%,310,内税,28,"",,,,2023/07/28,現金,310
支出,,2023/07/28,,,旅費交通費,課対仕入10%,430,内税,39,"",,,,2023/07/28,現金,430
支出,,2023/07/28,,,交際費,課対仕入10%,9900,内税,900,"",,,,2023/07/28,現金,9900
支出,,2023/07/28,,セブンイレブン,会議費,課対仕入10%,1030,内税,93,"",,,,2023/07/28,現金,1030
支出,,2023/07/28,,セブンイレブン,会議費,課対仕入10%,2013,内税,183,"",,,,2023/07/28,現金,2013
支出,,2023/07/28,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/07/28,現金,1800
支出,,2023/07/28,,ローソン,会議費,課対仕入10%,1886,内税,171,"",,,,2023/07/28,現金,1886
支出,,2023/07/28,,パークシップ蕨,車両費,課対仕入10%,200,内税,18,"",,,,2023/07/28,現金,200
支出,,2023/07/28,,ケンデポ,仕入高,課対仕入10%,11902,内税,1082,"",,,,2023/07/28,現金,11902
支出,,2023/07/28,,,預り金,対象外,32400,内税,0,,住民税,,,2023/07/28,川口信金（法人）（API）,32400
支出,,2023/07/27,,,旅費交通費,課対仕入10%,350,内税,31,"",,,,2023/07/27,現金,350
支出,,2023/07/27,,(株)イハシエネルギー,車両費,課対仕入10%,12520,内税,1138,"",,,,2023/07/27,現金,12520
支出,,2023/07/27,,セブンイレブン,会議費,課対仕入10%,1344,内税,122,"",,,,2023/07/27,現金,1344
支出,,2023/07/27,,ケンデポ,仕入高,課対仕入10%,2998,内税,272,"",,,,2023/07/27,現金,2998
支出,,2023/07/27,,しゃかりき川口店,会議費,課対仕入10%,4280,内税,389,"",,,,2023/07/27,現金,4280
支出,,2023/07/27,,とんかつ藤芳,会議費,課対仕入10%,2580,内税,234,"",,,,2023/07/27,現金,2580
支出,,2023/07/27,,タイムスペース浅草橋,車両費,課対仕入10%,1600,内税,145,"",,,,2023/07/27,現金,1600
支出,,2023/07/27,,ケンデポ,仕入高,課対仕入10%,23315,内税,2119,"",,,,2023/07/27,現金,23315
支出,,2023/07/27,,ロイヤルホームセンター,仕入高,課対仕入10%,2120,内税,192,"",,,,2023/07/27,現金,2120
支出,,2023/07/27,,足立入谷ＳＳ,車両費,課対仕入10%,3000,内税,272,"",,,,2023/07/27,現金,3000
支出,,2023/07/27,,ココ壱番屋,会議費,課対仕入10%,2751,内税,250,"",,,,2023/07/27,現金,2751
収入,,2023/07/27,,株式会社ユニ報創,売掛金,対象外,6300000,内税,0,,,,,2023/07/27,川口信金（法人）（API）,6300000
支出,,2023/07/27,,,長期未払金,対象外,34700,内税,0,"",,,,2023/07/27,みずほ（法人）（API）,34700
支出,,2023/07/27,,,長期未払金,対象外,65300,内税,0,"",,,,2023/07/27,川口信金（法人）（API）,65300
支出,,2023/07/26,,セブンイレブン,会議費,課対仕入10%,1531,内税,139,"",,,,2023/07/26,現金,1531
支出,,2023/07/26,,しゃかりき川口店,会議費,課対仕入10%,2800,内税,254,"",,,,2023/07/26,現金,2800
支出,,2023/07/26,,セブンイレブン,会議費,課対仕入10%,627,内税,57,"",,,,2023/07/26,現金,627
支出,,2023/07/26,,すき家,会議費,課対仕入10%,1350,内税,122,"",,,,2023/07/26,現金,1350
支出,,2023/07/26,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/07/26,現金,1800
支出,,2023/07/26,,ケンデポ,仕入高,課対仕入10%,2413,内税,219,"",,,,2023/07/26,現金,2413
支出,,2023/07/26,,タイムスペース浅草橋,車両費,課対仕入10%,3100,内税,281,"",,,,2023/07/26,現金,3100
支出,,2023/07/26,,デニーズ,会議費,課対仕入10%,1380,内税,125,"",,,,2023/07/26,現金,1380
支出,,2023/07/26,,樹モールプラザ駐車場,車両費,課対仕入10%,2400,内税,218,"",,,,2023/07/26,現金,2400
支出,,2023/07/26,,ダイソー,消耗品費,課対仕入10%,1542,内税,140,"",,,,2023/07/26,現金,1542
支出,,2023/07/26,,寿司銚子丸,会議費,課対仕入10%,3839,内税,349,"",,,,2023/07/26,現金,3839
支出,,2023/07/26,,,保険料,対象外,24810,内税,0,,,,,2023/07/26,川口信金（法人）（API）,24810
収入,86,2023/07/26,,株式会社ジューテクノ,売上高,課税売上10%,12474,内税,1134,べニア5.5ｍｍ,,,,2024/03/29,川口信金（法人）（API）,263109
,,,,,売上高,課税売上10%,3685,内税,335,ボード１２,,,,,,
,,,,,売上高,課税売上10%,3300,内税,300,ビス金物接着剤など,,,,,,
,,,,,売上高,課税売上10%,82500,内税,7500,解体造作作業手間,,,,,,
,,,,,売上高,課税売上10%,74250,内税,6750,天壁クロス工事,,,,,,
,,,,,売上高,課税売上10%,6600,内税,600,ソフト巾木取付工事,,,,,,
,,,,,売上高,課税売上10%,27500,内税,2500,工事発生残材処分費,,,,,,
,,,,,売上高,課税売上10%,8800,内税,800,工事車両関係費,,,,,,
,,,,,売上高,課税売上10%,44000,内税,4000,現場管理費、当社事務経費２０％,,,,,,
収入,84,2023/07/26,,焼肉うらいち,売上高,課税売上10%,11880,内税,1080,三菱　VD-18ZC,,,,2023/08/01,川口信金（法人）（API）,33880
,,,,,売上高,課税売上10%,16500,内税,1500,交換費,,,,,,
,,,,,売上高,課税売上10%,5500,内税,500,"諸経費　工事車両関係費,残材処分",,,,,,
支出,,2023/07/25,,,仕入高,課対仕入10%,2310,内税,210,"",,,,2023/07/25,現金,2310
支出,,2023/07/25,,,新聞図書費,課対仕入10%,960,内税,87,"",,,,2023/07/25,現金,960
支出,,2023/07/25,,足立入谷ＳＳ,車両費,課対仕入10%,8858,内税,805,"",,,,2023/07/25,現金,8858
支出,,2023/07/25,,マミーマート,会議費,課対仕入10%,2271,内税,206,"",,,,2023/07/25,現金,2271
支出,,2023/07/25,,セブンイレブン,会議費,課対仕入10%,1164,内税,105,"",,,,2023/07/25,現金,1164
支出,,2023/07/25,,ケンデポ,仕入高,課対仕入10%,28351,内税,2577,"",,,,2023/07/25,現金,28351
支出,,2023/07/25,,しゃかりき川口店,会議費,課対仕入10%,1000,内税,90,"",,,,2023/07/25,現金,1000
支出,,2023/07/25,,しゃかりき川口店,会議費,課対仕入10%,120,内税,10,"",,,,2023/07/25,現金,120
支出,,2023/07/25,,しゃかりき川口店,会議費,課対仕入10%,1000,内税,90,"",,,,2023/07/25,現金,1000
支出,,2023/07/25,,セブンイレブン,会議費,課対仕入10%,546,内税,49,"",,,,2023/07/25,現金,546
支出,,2023/07/25,,すき家,会議費,課対仕入10%,1050,内税,95,"",,,,2023/07/25,現金,1050
支出,,2023/07/25,,荒川4丁目駐車場,車両費,課対仕入10%,1800,内税,163,"",,,,2023/07/25,現金,1800
支出,,2023/07/25,,天府,交際費,課対仕入10%,7260,内税,660,"",,,,2023/07/25,現金,7260
支出,,2023/07/25,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/07/25,川口信金（法人）（API）,440
支出,,2023/07/25,,,未払金,対象外,200000,内税,0,,,,,2023/07/25,川口信金（法人）（API）,200000
支出,,2023/07/25,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/07/25,川口信金（法人）（API）,440
支出,,2023/07/25,,,未払金,対象外,200000,内税,0,,,,,2023/07/25,川口信金（法人）（API）,200000
支出,,2023/07/25,,,外注費,課対仕入10%,300000,内税,27272,,,,,2023/07/25,川口信金（法人）（API）,300000
支出,,2023/07/25,,,外注費,課対仕入10%,500000,内税,45454,,,,,2023/07/25,川口信金（法人）（API）,500000
支出,,2023/07/25,,,未払金,対象外,85000,内税,0,,,,,2023/07/25,川口信金（法人）（API）,85000
支出,,2023/07/25,,,未払金,対象外,250000,内税,0,,,,,2023/07/25,川口信金（法人）（API）,250000
支出,,2023/07/25,,,未払金,対象外,220000,内税,0,,,,,2023/07/25,川口信金（法人）（API）,220000
支出,,2023/07/24,,,旅費交通費,課対仕入10%,540,内税,49,"",,,,2023/07/24,現金,540
支出,,2023/07/24,,,旅費交通費,課対仕入10%,630,内税,57,"",,,,2023/07/24,現金,630
支出,,2023/07/24,,セブンイレブン,会議費,課対仕入10%,355,内税,32,"",,,,2023/07/24,現金,355
支出,,2023/07/24,,セブンイレブン,会議費,課対仕入10%,1831,内税,166,"",,,,2023/07/24,現金,1831
支出,,2023/07/24,,とんかつ藤芳,会議費,課対仕入10%,4200,内税,381,"",,,,2023/07/24,現金,4200
支出,,2023/07/24,,足立入谷ＳＳ,車両費,課対仕入10%,2000,内税,181,"",,,,2023/07/24,現金,2000
支出,,2023/07/24,,お蕎麦屋杉うら,会議費,課対仕入10%,3660,内税,332,"",,,,2023/07/24,現金,3660
支出,,2023/07/24,,たたらパーキング,車両費,課対仕入10%,1000,内税,90,"",,,,2023/07/24,現金,1000
支出,,2023/07/23,,,旅費交通費,課対仕入10%,290,内税,26,"",,,,2023/07/23,現金,290
支出,,2023/07/23,,,旅費交通費,課対仕入10%,290,内税,26,"",,,,2023/07/23,現金,290
支出,,2023/07/23,,,旅費交通費,課対仕入10%,290,内税,26,"",,,,2023/07/23,現金,290
支出,,2023/07/23,,,旅費交通費,課対仕入10%,290,内税,26,"",,,,2023/07/23,現金,290
支出,,2023/07/23,,,仕入高,課対仕入10%,2530,内税,230,"",,,,2023/07/23,現金,2530
支出,,2023/07/22,,,旅費交通費,課対仕入10%,1030,内税,93,"",,,,2023/07/22,現金,1030
支出,,2023/07/22,,,旅費交通費,課対仕入10%,810,内税,73,"",,,,2023/07/22,現金,810
支出,,2023/07/22,,,旅費交通費,課対仕入10%,350,内税,31,"",,,,2023/07/22,現金,350
支出,,2023/07/22,,新栄建機株式会社,仕入高,課対仕入10%,222994,内税,20272,"",,,,2023/07/22,現金,222994
支出,,2023/07/22,,しゃかりき川口店,会議費,課対仕入10%,1930,内税,175,"",,,,2023/07/22,現金,1930
支出,,2023/07/22,,しゃかりき川口店,会議費,課対仕入10%,2430,内税,220,"",,,,2023/07/22,現金,2430
支出,,2023/07/22,,三井のリパーク,車両費,課対仕入10%,2500,内税,227,"",,,,2023/07/22,現金,2500
支出,,2023/07/22,,サンブライド駐車場,車両費,課対仕入10%,1400,内税,127,"",,,,2023/07/22,現金,1400
支出,,2023/07/22,,,車両費,課対仕入10%,1760,内税,160,,,,,2023/07/22,freeeセゾンプラチナビジネスカード,1760
支出,,2023/07/22,,,車両費,課対仕入10%,5331,内税,484,,,,,2023/07/22,freeeセゾンプラチナビジネスカード,5331
支出,,2023/07/22,,,車両費,課対仕入10%,7400,内税,672,,,,,2023/07/22,freeeセゾンプラチナビジネスカード,7400
支出,,2023/07/22,,,支払手数料,課対仕入10%,110,内税,10,,,,,2023/07/22,川口信金（法人）（API）,110
支出,,2023/07/22,,,支払手数料,課対仕入10%,110,内税,10,,,,,2023/07/22,川口信金（法人）（API）,110
支出,,2023/07/22,,,消耗品費,課対仕入10%,5390,内税,490,,,,,2023/07/22,freeeセゾンプラチナビジネスカード,5390
支出,,2023/07/21,,,仕入高,課対仕入10%,1610,内税,146,"",,,,2023/07/21,現金,1610
支出,,2023/07/21,,ファミリーマート,会議費,課対仕入10%,1991,内税,181,"",,,,2023/07/21,現金,1991
支出,,2023/07/21,,しゃかりき川口店,会議費,課対仕入10%,3710,内税,337,"",,,,2023/07/21,現金,3710
支出,,2023/07/21,,マミーマート,会議費,課対仕入10%,2517,内税,228,"",,,,2023/07/21,現金,2517
支出,,2023/07/21,,ケンデポ,仕入高,課対仕入10%,12810,内税,1164,"",,,,2023/07/21,現金,12810
支出,,2023/07/21,,,支払手数料,課対仕入10%,270,内税,24,,,,,2023/07/21,川口信金（法人）（API）,270
支出,,2023/07/21,,,仕入高,課対仕入10%,10890,内税,990,,,,,2023/07/21,川口信金（法人）（API）,10890
支出,,2023/07/21,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/07/21,川口信金（法人）（API）,440
支出,,2023/07/21,,,外注費,課対仕入10%,369600,内税,33600,,,,,2023/07/21,川口信金（法人）（API）,369600
支出,,2023/07/21,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/07/21,川口信金（法人）（API）,440
支出,,2023/07/21,,,外注費,課対仕入10%,101750,内税,9250,,,,,2023/07/21,川口信金（法人）（API）,101750
支出,,2023/07/21,,,支払手数料,課対仕入10%,440,内税,40,,,,,2023/07/21,川口信金（法人）（API）,440
支出,,2023/07/21,,,消耗品費,課対仕入10%,161800,内税,14709,,,,,2023/07/21,川口信金（法人）（API）,161800
支出,,2023/07/21,,,消耗品費,課対仕入10%,4500,内税,409,,,,,2023/07/21,freeeセゾンプラチナビジネスカード,4500
支出,,2023/07/21,,,消耗品費,課対仕入10%,5390,内税,490,,,,,2023/07/21,freeeセゾンプラチナビジネスカード,5390
支出,,2023/07/20,,,仕入高,課対仕入10%,20290,内税,1844,"",,,,2023/07/20,現金,20290
支出,,2023/07/20,,セブンイレブン,会議費,課対仕入10%,2136,内税,194,"",,,,2023/07/20,現金,2136
支出,,2023/07/20,,ユニディ,仕入高,課対仕入10%,547,内税,49,"",,,,2023/07/20,現金,547
